StationID	StationNam	LatitudeDD	LongitudeD	Horizontal	StationDep	StationD_1	WaterbodyN	NEPName	TaxaName	Count	PctDensity
AC3	Aucoot Cove Mid	41.678275	-70.756252	NA	2.227931035	m	Aucoot Cove	NA	taxon05	1	0.071428571
AC6	Aucoot Cove Outer	41.668881	-70.755889	NA	5.5	m	Aucoot Cove	NA	taxon05	1	0.076923077
AC5A	Aucoot Cove Outer	41.674143	-70.749146	NA	2.378846154	m	Aucoot Cove	NA	taxon05	1	0.083333333
BB5	Buttermilk Bay	41.762982	-70.624804	NA	1.73125	m	Buttermilk Bay	NA	taxon05	1	0.047619048
BB2	Buttermilk Bay	41.757599	-70.611882	NA	1.44516129	m	Buttermilk Bay	NA	taxon05	1	0.066666667
LB2X	Little Buttermilk Bay	41.766308	-70.610264	NA	1.705589744	m	Buttermilk Bay	NA	taxon05	1	0.055555556
CC1A	Clarks Cove Inner	41.608478	-70.930316	NA	1.016470588	m	Clarks Cove	NA	taxon05	1	0.047619048
CC1X	Clarks Cove Inner	41.611092	-70.929391	NA	2.173333333	m	Clarks Cove	NA	taxon05	1	0.05
CC1N	Clarks Cove Inner	41.610605	-70.928393	NA	2.733333333	m	Clarks Cove	NA	taxon05	1	0.058823529
CC5	Clarks Cove Outer	41.593001	-70.927278	NA	0.4625	m	Clarks Cove	NA	taxon05	1	0.1
CC3	Clarks Cove Outer	41.604389	-70.92215	NA	4.436153846	m	Clarks Cove	NA	taxon05	1	0.0625
CC4	Clarks Cove Outer	41.599181	-70.921089	NA	5.443939394	m	Clarks Cove	NA	taxon05	1	0.045454545
CC2	Clarks Cove Inner	41.608496	-70.917891	NA	1.799622642	m	Clarks Cove	NA	taxon05	1	0.055555556
CC6	Clarks Cove Outer	41.594383	-70.910946	NA	3.321333333	m	Clarks Cove	NA	taxon05	1	0.047619048
CI1	Cuttyhunk Pond	41.424552	-70.92869	NA	1.852	m	Cuttyhunk Pond	NA	taxon05	1	0.090909091
WHLF	Great Harbor	41.523966	-70.670599	NA	1.683333333	m	Great Harbor	NA	taxon05	1	0.0625
LT1N	Little Bay	41.632461	-70.863239	NA	1.140869565	m	Little Bay	NA	taxon05	1	0.045454545
LT2X	Little Bay	41.624716	-70.860694	NA	1.879	m	Little Bay	NA	taxon05	1	0.066666667
MG1X	Megansett Harbor Inner	41.656435	-70.623837	NA	2.474659091	m	Megansett Harbor	NA	taxon05	1	0.090909091
MG1N	Megansett Harbor Inner	41.656801	-70.623834	NA	2.525	m	Megansett Harbor	NA	taxon05	1	0.071428571
MH3	Mattapoisett Harbor River Mouth	41.651743	-70.827858	NA	1.750684211	m	Mattapoisett Harbor	NA	taxon05	1	0.024390244
MH4X	Mattapoisett Harbor Inner	41.652087	-70.822839	NA	0.915344828	m	Mattapoisett Harbor	NA	taxon05	1	0.071428571
MH4N	Mattapoisett Harbor Inner	41.651078	-70.82095	NA	3.188461539	m	Mattapoisett Harbor	NA	taxon05	1	0.0625
SB2X	Shell Point Bay	41.74212	-70.672458	NA	0.80525	m	Onset Bay	NA	taxon05	1	0.05
OB4	Shell Point Bay	41.738063	-70.669414	NA	1.55	m	Onset Bay	NA	taxon05	1	0.090909091
OB3	Onset Bay Inner	41.734355	-70.664112	NA	2.647368421	m	Onset Bay	NA	taxon05	1	0.055555556
OB3	Onset Bay Inner	41.734355	-70.664112	NA	2.647368421	m	Onset Bay	NA	taxon05	1	0.055555556
OB1A	Onset Bay Inner	41.741118	-70.659031	NA	2.179	m	Onset Bay	NA	taxon05	1	0.0625
BD1	Broad-Muddy Cove	41.747914	-70.65591	NA	1.249393939	m	Onset Bay	NA	taxon05	1	0.05
BD1	Broad-Muddy Cove	41.747914	-70.65591	NA	1.249393939	m	Onset Bay	NA	taxon05	1	0.05
ER1	Onset Bay East River	41.742743	-70.6539	NA	1.767301587	m	Onset Bay	NA	taxon05	1	0.045454545
ER1	Onset Bay East River	41.742743	-70.6539	NA	1.767301587	m	Onset Bay	NA	taxon05	1	0.045454545
OB6	Onset Bay Inner	41.73877	-70.652306	NA	2.153333333	m	Onset Bay	NA	taxon05	1	0.071428571
OB2	Onset Bay Outer	41.738223	-70.64778	NA	2.564130435	m	Onset Bay	NA	taxon05	1	0.0625
OB8	Onset Bay Outer	41.737248	-70.645568	NA	2.210526316	m	Onset Bay	NA	taxon05	1	0.071428571
OB9	Onset Bay Outer	41.734026	-70.645207	NA	2.145454546	m	Onset Bay	NA	taxon05	1	0.052631579
OB10	Onset Bay Outer	41.731196	-70.641213	NA	2.658571429	m	Onset Bay	NA	taxon05	1	0.055555556
PH6	Phinneys Harbor Inner	41.722623	-70.625235	NA	3.707794118	m	Phinneys Harbor	NA	taxon05	1	0.083333333
PH5	Phinneys Harbor Inner	41.724194	-70.619632	NA	3.301612903	m	Phinneys Harbor	NA	taxon05	1	0.035714286
PH5	Phinneys Harbor Inner	41.724194	-70.619632	NA	3.301612903	m	Phinneys Harbor	NA	taxon05	1	0.035714286
PH2	Phinneys Harbor Inner	41.715023	-70.616737	NA	2.673684211	m	Phinneys Harbor	NA	taxon05	1	0.047619048
PH3	Phinneys Harbor Inner	41.717597	-70.616595	NA	2.627575758	m	Phinneys Harbor	NA	taxon05	1	0.058823529
PC4	Pocasset Harbor Outer	41.680027	-70.64995	NA	3.021875	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.066666667
PC3	Pocasset Harbor Outer	41.683528	-70.642811	NA	2.861111111	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.058823529
PC6	Pocasset Harbor Inner	41.692509	-70.632202	NA	0.810833333	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.0625
PC2	Pocasset Harbor Outer	41.688188	-70.6322	NA	2.523076923	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.041666667
PC2	Pocasset Harbor Outer	41.688188	-70.6322	NA	2.523076923	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.041666667
PC5	Pocasset Harbor Inner	41.692905	-70.628629	NA	1.142380952	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.066666667
PC5	Pocasset Harbor Inner	41.692905	-70.628629	NA	1.142380952	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.066666667
PC1	Pocasset Harbor Inner	41.691059	-70.627264	NA	1.731226415	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.041666667
RB2	Red Brook Harbor Inner	41.674365	-70.62195	NA	2.590454546	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.047619048
RB4	Red Brook Harbor	41.678564	-70.619073	NA	1.898333333	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.052631579
QH3	Quissett Harbor Outer	41.537467	-70.664029	NA	2.58972973	m	Quissett Harbor	NA	taxon05	1	0.052631579
QH1	Quissett Harbor Outer	41.53866	-70.656728	NA	1.653222222	m	Quissett Harbor	NA	taxon05	1	0.038461538
QH1	Quissett Harbor Outer	41.53866	-70.656728	NA	1.653222222	m	Quissett Harbor	NA	taxon05	1	0.038461538
QH2	Quissett Harbor Inner	41.543981	-70.652772	NA	2.722037879	m	Quissett Harbor	NA	taxon05	1	0.055555556
SH1	Sippican Harbor Inner	41.714032	-70.76535	NA	2.04969697	m	Sippican Harbor	NA	taxon05	1	0.055555556
SH3A	Sippican Harbor Outer	41.697812	-70.754467	NA	3.373606557	m	Sippican Harbor	NA	taxon05	1	0.052631579
SH3A	Sippican Harbor Outer	41.697812	-70.754467	NA	3.373606557	m	Sippican Harbor	NA	taxon05	1	0.052631579
SH3N	Sippican Harbor Outer	41.689943	-70.7475	NA	3.704285714	m	Sippican Harbor	NA	taxon05	1	0.076923077
WCM1	Wings Cove Inner	41.706266	-70.730453	NA	0.387857143	m	Wings Cove	NA	taxon05	1	0.043478261
N4	Westport River East Upper	41.5722	-71.072081	NA	2.060961539	m	Westport River-East	NA	taxon05	1	0.0625
107E	Westport River East Outer	41.523097	-71.065944	NA	0.863235294	m	Westport River-East	NA	taxon05	1	0.052631579
102E	Westport River East Upper	41.593878	-71.065269	NA	0.4	m	Westport River-East	NA	taxon05	1	0.066666667
E30	Westport River East Outer	41.520447	-71.065131	NA	4.279878788	m	Westport River-East	NA	taxon05	1	0.071428571
104E	Westport River East Inner	41.559371	-71.063961	NA	1.013857143	m	Westport River-East	NA	taxon05	1	0.0625
E33	Westport River East Inner	41.543339	-71.061719	NA	2.998823529	m	Westport River-East	NA	taxon05	1	0.05
N0	Westport River East Upper	41.620433	-71.059651	NA	0.463157895	m	Westport River-East	NA	taxon05	1	0.066666667
E56	Westport River East Inner	41.555428	-71.059189	NA	2.413571429	m	Westport River-East	NA	taxon05	1	0.04
WF5N	West Falmouth Harbor Chappaquoit	41.599457	-70.645197	NA	1.515416667	m	West Falmouth Harbor	NA	taxon05	1	0.028571429
WF4X	West Falmouth Harbor Chappaquoit	41.598398	-70.64267	NA	1.369252033	m	West Falmouth Harbor	NA	taxon05	1	0.035714286
WF5X	West Falmouth Harbor Head	41.597144	-70.641145	NA	3	m	West Falmouth Harbor	NA	taxon05	1	0.1
WF1N	West Falmouth Harbor Inner	41.604066	-70.63942	NA	1.525	m	West Falmouth Harbor	NA	taxon05	1	0.026315789
WF1X	West Falmouth Harbor Inner	41.603964	-70.639281	NA	1.75772043	m	West Falmouth Harbor	NA	taxon05	1	0.066666667
WH1N	Wild Harbor Inner	41.640489	-70.64508	NA	1.31	m	Wild Harbor	NA	taxon05	1	0.066666667
WH1X	Wild Harbor Inner	41.640888	-70.643709	NA	0.886825397	m	Wild Harbor	NA	taxon05	1	0.058823529
WW2	Weweantic River Inner	41.74476	-70.748034	NA	1.316369863	m	Weweantic River	NA	taxon05	1	0.0625
WW1N	Weweantic River Inner	41.738524	-70.745778	NA	1.823125	m	Weweantic River	NA	taxon05	1	0.058823529
WW4	Weweantic River Outer	41.732204	-70.744372	NA	1.803589744	m	Weweantic River	NA	taxon05	1	0.043478261
WW4A	Weweantic River Outer	41.731919	-70.736873	NA	2.162121212	m	Weweantic River	NA	taxon05	1	0.058823529
WW5	Weweantic River Outer	41.723733	-70.726659	NA	2.498478261	m	Weweantic River	NA	taxon05	1	0.045454545
W12	Westport River West Outer	41.530439	-71.100328	NA	3.126111111	m	Westport River-West	NA	taxon05	1	0.0625
W12	Westport River West Outer	41.530439	-71.100328	NA	3.126111111	m	Westport River-West	NA	taxon05	1	0.0625
112W	Westport River West Outer	41.527215	-71.099669	NA	1.055806452	m	Westport River-West	NA	taxon05	1	0.066666667
W9	Westport River West Outer	41.5223	-71.096908	NA	2.773478261	m	Westport River-West	NA	taxon05	1	0.066666667
WF9	West Falmouth Harbor Outer	41.606047	-70.651667	NA	2.303846154	m	West Falmouth Harbor	NA	taxon05	1	0.037037037
WF5N	West Falmouth Harbor Chappaquoit	41.599457	-70.645197	NA	1.465833333	m	West Falmouth Harbor	NA	taxon05	1	0.028571429
WF4X	West Falmouth Harbor Chappaquoit	41.598398	-70.64267	NA	1.2679	m	West Falmouth Harbor	NA	taxon05	1	0.035714286
WF4N	West Falmouth Harbor Head	41.596107	-70.6413	NA	2.507222222	m	West Falmouth Harbor	NA	taxon05	1	0.045454545
WF4N	West Falmouth Harbor Head	41.596107	-70.6413	NA	2.507222222	m	West Falmouth Harbor	NA	taxon05	1	0.045454545
WF11	West Falmouth Snug Harbor	41.607151	-70.638482	NA	1.422142857	m	West Falmouth Harbor	NA	taxon05	1	0.025641026
FHx	Falmouth Inner Harbor	41.549092	-70.60233056	NA	NA	m	Falmouth Inner Harbor	NA	taxon05	1	0.125
LGP4	Lagoon Pond-4	41.432696	-70.601528	NA	NA	m	Lagoon Pond	NA	taxon05	1	0.083333333
NH-2	Nantucket Harbor_2	41.28243333	-70.09188333	NA	NA	m	Nantucket Harbor	NA	taxon05	1	0.076923077
NH-3	Nantucket Harbor_3	41.32948333	-70.01891667	NA	NA	m	Nantucket Harbor	NA	taxon05	1	0.083333333
NBH-224	Lower Harbor	41.63898	-70.92146	NA	NA	m	Acushnet River	NA	taxon05	1	0.076923077
NBH-138	Upper Harbor	41.66128	-70.92054	NA	NA	m	Acushnet River	NA	taxon05	1	0.066666667
NBH-230	Lower Harbor	41.63623	-70.91938	NA	NA	m	Acushnet River	NA	taxon05	1	0.083333333
NBH-154	Upper Harbor	41.65714	-70.91741	NA	NA	m	Acushnet River	NA	taxon05	1	0.055555556
NBH-146	Upper Harbor	41.65989	-70.91738	NA	NA	m	Acushnet River	NA	taxon05	1	0.052631579
NBH-134	Upper Harbor	41.66263	-70.91736	NA	NA	m	Acushnet River	NA	taxon05	1	0.071428571
NBH-123	Upper Harbor	41.66813	-70.91731	NA	NA	m	Acushnet River	NA	taxon05	1	0.090909091
NBH-235	Lower Harbor	41.63349	-70.9173	NA	NA	m	Acushnet River	NA	taxon05	1	0.045454545
NBH-208	Lower Harbor	41.64989	-70.91715	NA	NA	m	Acushnet River	NA	taxon05	1	0.052631579
NBH-202	Lower Harbor	41.65535	-70.9171	NA	NA	m	Acushnet River	NA	taxon05	1	0.111111111
NBH-140	Upper Harbor	41.66126	-70.91631	NA	NA	m	Acushnet River	NA	taxon05	1	0.071428571
NBH-126	Upper Harbor	41.66675	-70.91626	NA	NA	m	Acushnet River	NA	taxon05	1	0.058823529
NBH-121	Upper Harbor	41.6695	-70.91624	NA	NA	m	Acushnet River	NA	taxon05	1	0.071428571
NBH-155	Upper Harbor	41.65713	-70.91529	NA	NA	m	Acushnet River	NA	taxon05	1	0.0625
NBH-147	Upper Harbor	41.65988	-70.91527	NA	NA	m	Acushnet River	NA	taxon05	1	0.071428571
NBH-240	Lower Harbor	41.63075	-70.91522	NA	NA	m	Acushnet River	NA	taxon05	1	0.0625
NBH-221	Lower Harbor	41.64168	-70.91512	NA	NA	m	Acushnet River	NA	taxon05	1	0.0625
NBH-212	Lower Harbor	41.64714	-70.91507	NA	NA	m	Acushnet River	NA	taxon05	1	0.111111111
NBH-152	Upper Harbor	41.6585	-70.91422	NA	NA	m	Acushnet River	NA	taxon05	1	0.055555556
NBH-236	Lower Harbor	41.63347	-70.91309	NA	NA	m	Acushnet River	NA	taxon05	1	0.055555556
NBH-217	Lower Harbor	41.6444	-70.91299	NA	NA	m	Acushnet River	NA	taxon05	1	0.090909091
NBH-249	Lower Harbor	41.62526	-70.91106	NA	NA	m	Acushnet River	NA	taxon05	1	0.05
NBH-241	Lower Harbor	41.63072	-70.91101	NA	NA	m	Acushnet River	NA	taxon05	1	0.066666667
NBH-237	Lower Harbor	41.63345	-70.90889	NA	NA	m	Acushnet River	NA	taxon05	1	0.083333333
NBH-250	Lower Harbor	41.62524	-70.90686	NA	NA	m	Acushnet River	NA	taxon05	1	0.083333333
NBH-242	Lower Harbor	41.6307	-70.90681	NA	NA	m	Acushnet River	NA	taxon05	1	0.066666667
NBH-247	Lower Harbor	41.62796	-70.90473	NA	NA	m	Acushnet River	NA	taxon05	1	0.05
MA00-0051-B	Katama Bay	41.3602	-70.5016	NA	3.2	m	Katama Bay	NA	taxon05	1	0.058823529
MA00-0061-C	Lewis Bay	41.6346	-70.2419	NA	1	m	Lewis Bay	NA	taxon05	1	0.1
MA01-0044-A	Buzzards Bay	41.6532	-70.8052	NA	4.2	m	Mattapoisett Harbor	NA	taxon05	1	0.076923077
MA04-0104-B	Menemsha Pond	41.3515	-70.7665	NA	2.1	m	Menemsha Pond	NA	taxon05	1	0.0625
MA01-0054-A	Nantucket Harbor	41.3265	-70.0031	NA	1.8	m	Nantucket Harbor	NA	taxon05	1	0.066666667
MA01-0046-B	Buzzards Bay	41.6711	-70.6363	NA	7.2	m	Pocasset/Red Brook Harbor	NA	taxon05	1	0.0625
MA06-0026-A	Stage Harbor	41.679	-69.968	NA	3.2	m	Stage Harbor	NA	taxon05	1	0.0625
MA04-0110-A	Vineyard Haven-Inner	41.459	-70.623	NA	1.8	m	Vineyard Haven-Inner	NA	taxon05	1	0.066666667
BU01-0016-C	Buzzards Bay	41.5566	-71.0674	NA	1.9	m	Westport River-East	NA	taxon05	1	0.083333333
MA00-0039-A	Westport River-East	41.551	-71.061	NA	1.5	m	Westport River-East	NA	taxon05	1	0.0625
MA00-0035-B	Westport River-West	41.523	-71.065	NA	6.1	m	Westport River-West	NA	taxon05	1	0.055555556
MH2-N	Jackson's Pt.	41.27797941	-70.20011129	NA	NA	m	Madaket Harbor	NA	taxon05	1	0.090909091
MH3-N	Warren's Landing	41.28538035	-70.19443515	NA	NA	m	Madaket Harbor	NA	taxon05	1	0.125
MH3-N	Warren's Landing	41.28538035	-70.19443515	NA	NA	m	Madaket Harbor	NA	taxon05	1	0.125
NAN7	Nantucket Harbor	41.2872638	-70.09391429	NA	NA	m	Nantucket Harbor	NA	taxon05	1	0.058823529
NAN7	Nantucket Harbor	41.2872638	-70.09391429	NA	NA	m	Nantucket Harbor	NA	taxon05	1	0.058823529
NAN2	Quaise Basin-Nantucket Harbor	41.30871986	-70.04129321	NA	NA	m	Nantucket Harbor	NA	taxon05	1	0.058823529
NAN5	Polpis West-Nantucket Harbor	41.299714	-70.02389107	NA	NA	m	Nantucket Harbor	NA	taxon05	1	0.0625
NAN3	Head of Harbor-Nantucket Harbor	41.33386339	-70.01439127	NA	NA	m	Nantucket Harbor	NA	taxon05	1	0.0625
NAN3	Head of Harbor-Nantucket Harbor	41.33386339	-70.01439127	NA	NA	m	Nantucket Harbor	NA	taxon05	1	0.0625
ACM-2	Acushnet River	41.62858	-70.91308	NA	NA	m	Acushnet River	NA	taxon05	1	0.083333333
ACM-10	Acushnet River	41.62508	-70.90802	NA	NA	m	Acushnet River	NA	taxon05	1	0.1
ACM-3	Acushnet River	41.63005	-70.90768	NA	NA	m	Acushnet River	NA	taxon05	1	0.071428571
CCM-4	Clarks Cove	41.59842	-70.92782	NA	NA	m	Clarks Cove	NA	taxon05	1	0.090909091
CCM-9	Clarks Cove	41.60738	-70.9238	NA	NA	m	Clarks Cove	NA	taxon05	1	0.1
CCM-8	Clarks Cove	41.60245	-70.91587	NA	NA	m	Clarks Cove	NA	taxon05	1	0.142857143
CCM-3	Clarks Cove	41.59458	-70.91183	NA	NA	m	Clarks Cove	NA	taxon05	1	0.125
CPM-2	Cuttyhunk Pond	41.42462	-70.92962	NA	NA	m	Cuttyhunk Pond	NA	taxon05	1	0.083333333
CPM-1	Cuttyhunk Pond	41.4236	-70.92697	NA	NA	m	Cuttyhunk Pond	NA	taxon05	1	0.2
CPM-7	Cuttyhunk Pond	41.42645	-70.92562	NA	NA	m	Cuttyhunk Pond	NA	taxon05	1	0.111111111
CPM-10	Cuttyhunk Pond	41.42675	-70.9238	NA	NA	m	Cuttyhunk Pond	NA	taxon05	1	0.076923077
CPM-8	Cuttyhunk Pond	41.4256	-70.92337	NA	NA	m	Cuttyhunk Pond	NA	taxon05	1	0.142857143
FHM-1	Falmouth Inner Harbor	41.54372	-70.60632	NA	NA	m	Falmouth Inner Harbor	NA	taxon05	1	0.076923077
FHM-8	Falmouth Inner Harbor	41.54873	-70.60192	NA	NA	m	Falmouth Inner Harbor	NA	taxon05	1	0.142857143
FHM-9	Falmouth Inner Harbor	41.55007	-70.60167	NA	NA	m	Falmouth Inner Harbor	NA	taxon05	1	0.090909091
KBM-3	Katama Bay	41.37662	-70.50615	NA	NA	m	Katama Bay	NA	taxon05	1	0.083333333
KBM-7	Katama Bay	41.37335	-70.50545	NA	NA	m	Katama Bay	NA	taxon05	1	0.1
KBM-1	Katama Bay	41.35853	-70.50068	NA	NA	m	Katama Bay	NA	taxon05	1	0.111111111
KBM-5	Katama Bay	41.3622	-70.48923	NA	NA	m	Katama Bay	NA	taxon05	1	0.125
LPM-3	Lagoon Pond	41.43645	-70.59743	NA	NA	m	Lagoon Pond	NA	taxon05	1	0.083333333
LPM-6	Lagoon Pond	41.4462	-70.59378	NA	NA	m	Lagoon Pond	NA	taxon05	1	0.111111111
LPM-7	Lagoon Pond	41.44693	-70.58892	NA	NA	m	Lagoon Pond	NA	taxon05	1	0.090909091
LPM-9	Lagoon Pond	41.45422	-70.584	NA	NA	m	Lagoon Pond	NA	taxon05	1	0.111111111
LPM-10	Lagoon Pond	41.45713	-70.58275	NA	NA	m	Lagoon Pond	NA	taxon05	1	0.1
MHM-4	Mattapoisett Harbor	41.64932	-70.8183	NA	NA	m	Mattapoisett Harbor	NA	taxon05	1	0.142857143
MHM-8	Mattapoisett Harbor	41.65388	-70.81692	NA	NA	m	Mattapoisett Harbor	NA	taxon05	1	0.090909091
MHM-5	Mattapoisett Harbor	41.65295	-70.81277	NA	NA	m	Mattapoisett Harbor	NA	taxon05	1	0.1
MHM-6	Mattapoisett Harbor	41.64753	-70.80658	NA	NA	m	Mattapoisett Harbor	NA	taxon05	1	0.1
MHM-2	Mattapoisett Harbor	41.6448	-70.8064	NA	NA	m	Mattapoisett Harbor	NA	taxon05	1	0.1
MHM-3	Mattapoisett Harbor	41.64598	-70.80378	NA	NA	m	Mattapoisett Harbor	NA	taxon05	1	0.1
MHM-10	Mattapoisett Harbor	41.65248	-70.79952	NA	NA	m	Mattapoisett Harbor	NA	taxon05	1	0.083333333
MHM-7	Mattapoisett Harbor	41.64832	-70.79863	NA	NA	m	Mattapoisett Harbor	NA	taxon05	1	0.083333333
MPM-6	Menemsha Pond	41.33205	-70.77707	NA	NA	m	Menemsha Pond	NA	taxon05	1	0.125
MPM-4	Menemsha Pond	41.33623	-70.77057	NA	NA	m	Menemsha Pond	NA	taxon05	1	0.1
MPM-5	Menemsha Pond	41.3355	-70.76603	NA	NA	m	Menemsha Pond	NA	taxon05	1	0.071428571
OBM-3	Onset Bay	41.73348	-70.65253	NA	NA	m	Onset Bay	NA	taxon05	1	0.166666667
OBM-6	Onset Bay	41.73287	-70.65017	NA	NA	m	Onset Bay	NA	taxon05	1	0.066666667
OBM-8	Onset Bay	41.73588	-70.65007	NA	NA	m	Onset Bay	NA	taxon05	1	0.125
PHM-1	Phinneys Harbor	41.71588	-70.63035	NA	NA	m	Phinneys Harbor	NA	taxon05	1	0.076923077
PHM-5	Phinneys Harbor	41.71873	-70.62713	NA	NA	m	Phinneys Harbor	NA	taxon05	1	0.142857143
PHM-2	Phinneys Harbor	41.71563	-70.62212	NA	NA	m	Phinneys Harbor	NA	taxon05	1	0.125
PHM-6	Phinneys Harbor	41.71637	-70.61963	NA	NA	m	Phinneys Harbor	NA	taxon05	1	0.076923077
PHM-9	Phinneys Harbor	41.72213	-70.6181	NA	NA	m	Phinneys Harbor	NA	taxon05	1	0.111111111
PHM-3	Phinneys Harbor	41.71512	-70.61773	NA	NA	m	Phinneys Harbor	NA	taxon05	1	0.076923077
SHM-7	Sippican Harbor	41.70308	-70.75723	NA	NA	m	Sippican Harbor	NA	taxon05	1	0.076923077
SHM-9	Sippican Harbor	41.69855	-70.73813	NA	NA	m	Sippican Harbor	NA	taxon05	1	0.083333333
SHM-5	Sippican Harbor	41.68623	-70.73753	NA	NA	m	Sippican Harbor	NA	taxon05	1	0.076923077
SHM-6	Sippican Harbor	41.6854	-70.72882	NA	NA	m	Sippican Harbor	NA	taxon05	1	0.125
TBM-3	Tarpaulin Bay	41.47418	-70.75848	NA	NA	m	Tarpaulin Bay	NA	taxon05	1	0.1
TBM-9	Tarpaulin Bay	41.47745	-70.75513	NA	NA	m	Tarpaulin Bay	NA	taxon05	1	0.125
TBM-8	Tarpaulin Bay	41.47657	-70.749	NA	NA	m	Tarpaulin Bay	NA	taxon05	1	0.066666667
VHM-3	Vineyard Haven-Inner	41.45782	-70.60033	NA	NA	m	Vineyard Haven-Inner	NA	taxon05	1	0.1
VHM-7	Vineyard Haven-Inner	41.45778	-70.59925	NA	NA	m	Vineyard Haven-Inner	NA	taxon05	1	0.083333333
VHM-4	Vineyard Haven-Inner	41.45472	-70.5968	NA	NA	m	Vineyard Haven-Inner	NA	taxon05	1	0.142857143
wqbslNUT_WQ	Sage Lot Pond	41.5542	-70.5102	NA	0.70423	m	Sage Lot Pond	NA	taxon05	1	0.022727273
wqbslNUT_WQ	Sage Lot Pond	41.5542	-70.5102	NA	0.69485	m	Sage Lot Pond	NA	taxon05	1	0.022727273
wqbslNUT_WQ	Sage Lot Pond	41.5542	-70.5102	NA	0.76538	m	Sage Lot Pond	NA	taxon05	1	0.022727273
wqbslNUT_WQ	Sage Lot Pond	41.5542	-70.5102	NA	0.69727	m	Sage Lot Pond	NA	taxon05	1	0.022727273
42.75086_70.92796	EST-PR-0 <EST-PR-24>	42.75086	-70.92796	NA	NA	NA	NA	NA	taxon05	1	0.1
42.69783_70.78356	EST-SO-Spindle <EST-SO-1.0>	42.69783	-70.78356	NA	NA	NA	NA	NA	taxon05	1	0.142857143
42.6777_70.83784	WAT-PR-Parker Dam <EST-PR-24.2>	42.6777	-70.83784	NA	NA	NA	NA	NA	taxon05	1	0.066666667
42.6777_70.83784	WAT-IP-Ipswich Dam <EST-IP-7.36>	42.6777	-70.83784	NA	NA	NA	NA	NA	taxon05	1	0.066666667
42.75701_70.82332	EST-PR-25 <EST-PR-9.5>	42.75701	-70.82332	NA	NA	NA	NA	NA	taxon05	1	0.125
42.76241_70.84766	EST-PR-23 Rt1A <EST-PR-11.6>	42.76241	-70.84766	NA	NA	NA	NA	NA	taxon05	1	0.083333333
42.75553_70.86666	EST-PR-21 RR <EST-PR-13.6>	42.75553	-70.86666	NA	NA	NA	NA	NA	taxon05	1	0.090909091
42.75966_70.8917	EST-PR-17 Rt1 <EST-PR-16.8>	42.75966	-70.8917	NA	NA	NA	NA	NA	taxon05	1	0.111111111
42.7524_70.92395	EST-PR-0 <EST-PR-23.5>	42.7524	-70.92395	NA	NA	NA	NA	NA	taxon05	1	0.2
42.75352_70.92215	EST-PR-0	42.75352	-70.92215	NA	NA	NA	NA	NA	taxon05	1	0.2
42.7527_70.9112	EST-PR-0	42.7527	-70.9112	NA	NA	NA	NA	NA	taxon05	1	0.166666667
42.7522_70.91021	EST-PR-8 <EST-PR-21>	42.7522	-70.91021	NA	NA	NA	NA	NA	taxon05	1	0.1
42.76247_70.88417	EST-PR-18 <EST-PR-15.7>	42.76247	-70.88417	NA	NA	NA	NA	NA	taxon05	1	0.142857143
42.75472_70.87582	EST-PR-20 Mill <EST-PR-14.4>	42.75472	-70.87582	NA	NA	NA	NA	NA	taxon05	1	0.1
42.76258_70.85821	EST-PR-22 <EST-PR-12.5>	42.76258	-70.85821	NA	NA	NA	NA	NA	taxon05	1	0.1
42.76177_70.83676	EST-PR-24 <EST-PR-11>	42.76177	-70.83676	NA	NA	NA	NA	NA	taxon05	1	0.083333333
42.75095_70.92738	EST-PR-0	42.75095	-70.92738	NA	NA	NA	NA	NA	taxon05	1	0.142857143
42.72517_70.8549	EST-RO-RH <EST-RO-9.75>	42.72517	-70.8549	NA	NA	NA	NA	NA	taxon05	1	0.090909091
42.75027_70.92555	EST-PR-20 Mill <EST-PR-14.4>	42.75027	-70.92555	NA	NA	NA	NA	NA	taxon05	1	0.076923077
42.75538_70.90092	EST-PR-15.5 <EST-PR-18.5>	42.75538	-70.90092	NA	NA	NA	NA	NA	taxon05	1	0.090909091
42.7589_70.90094	EST-PR-15 <EST-PR-18.5>	42.7589	-70.90094	NA	NA	NA	NA	NA	taxon05	1	0.066666667
42.75228_70.92407	EST-PR-0	42.75228	-70.92407	NA	NA	NA	NA	NA	taxon05	1	0.2
42.75783_70.90606	EST-PR-13 <EST-PR-13>	42.75783	-70.90606	NA	NA	NA	NA	NA	taxon05	1	0.111111111
42.75362_70.92157	EST-PR-3 <EST-PR-3>	42.75362	-70.92157	NA	NA	NA	NA	NA	taxon05	1	0.083333333
42.74829_70.91496	EST-PR-6 <EST-PR-22>	42.74829	-70.91496	NA	NA	NA	NA	NA	taxon05	1	0.083333333
